	Emociones	GSR_Avg_Resistance	GSR_Num_Minima	GSR_Avg_Rise_Time	GSR_Spectral_Power_1	GSR_Spectral_Power_2	GSR_Spectral_Power_3	GSR_Spectral_Power_4	GSR_Spectral_Power_5	GSR_Spectral_Power_6	GSR_Spectral_Power_7	GSR_Spectral_Power_8	GSR_Spectral_Power_9	GSR_Spectral_Power_10	BVP_Avg_HR	BVP_Std_HR	BVP_Energy_Ratio	BVP_Spectral_Power	RP_Avg_Respiration	RP_Std_Respiration	RP_Breathing_Rate	ST_Avg_Skin_Temperature	ST_Avg_Derivative	ST_Spectral_Power_0-0.1Hz	zEMG_Energy	zEMG_Mean	zEMG_Variance	tEMG_Energy	tEMG_Mean	tEMG_Variance	hEOG_Energy	hEOG_Mean	hEOG_Variance	vEOG_Energy	vEOG_Mean	vEOG_Variance	Spectral_Power_T7	Spectral_Power_T8	Spectral_Power_Asymmetry
Video 11	Neutra	5983.203755739719	24	279.27272727272725	11090.965228967665	2967.8124934665666	1335.4759108275468	759.5894147684974	644.6767634286015	541.8691505035499	424.00414597533194	309.3846285777199	299.4532981293409	283.123832921681	59.90753933245031	2.331836858111495	0.07887913590151777	9790.457499644317	2564.3443732586743	5278.435990208116	11.829944547134934	-0.1826987922635723	-4.955512474689053e-05	1.1824935615269012	28479238.598694555	40.64777358333451	2710.3869645278	43384638.2691423	-0.7640534289172376	6645.347329763137	62461467.7001874	-91.64703309514199	1169.0608622641078	218351911.82340226	69.91265038402275	28560.737220601597	52868284.38433534	74.9190941052029	2485.8248630169255
Video 12	Neutra	-1290.0401701852222	28	257.0	2482.8092113140015	2021.683334402188	1336.474438374763	1167.5876929291014	908.6258185272989	600.1375263405536	563.660553041117	555.3583271460892	483.0648316573099	478.44101275433394	59.92327735998317	2.120453654489186	0.0613001120212379	17191.953796638627	5289.114221767411	5740.486828832162	14.483734087694483	-0.33921976436281054	-8.471092421956672e-05	2.099429139864366	11430518.4459552	-27.939717446237356	970.3707254758904	968924190.7795162	-331.8560283962822	38297.46348498652	135733897.2570929	-44.996594630394654	18767.876517178487	784907961.5180305	-262.88495964406417	51128.62445097038	52868284.38433534	74.9190941052029	2485.8248630169255
Video 13	Neutra	-439.65820622537643	31	210.06666666666666	1835.3993681833413	1140.4878311728257	1110.2710154489137	816.0183505445652	815.5942646588807	638.1401439289494	530.4446150840308	459.9118097744713	399.56826713023446	356.91690689903476	59.84882428212236	2.9372427027539763	0.04730722292050832	5547.9418405037295	13650.485093488298	12977.93538710357	13.781402936378466	-0.054381656031378574	-3.6457866119813755e-05	0.7029825091265405	12328505.844250243	8.285691453201393	1819.905197695385	142733969.61141968	138.790213449635	2602.1617013737036	58179802.3439859	64.68259819883876	4728.508663039539	240626413.9326212	-128.1213213600423	20445.590911949006	52868284.38433534	74.9190941052029	2485.8248630169255
Video 14	Neutra	5560.670488273485	32	222.3448275862069	10394.900962720274	3564.6760188169296	1247.4884364512436	933.4100712764422	863.8944992249272	640.1125642676286	625.8125055779426	577.3916864902877	423.6190093626924	418.8138344959675	58.908140115619375	7.8362831117249145	0.010792096975936328	766.5853293241133	-522.9152791890048	3838.719154350438	14.511100614076524	0.06314870054292758	2.2518093779884422e-05	0.4940332698844342	21716407.999111854	48.64706946443829	960.1182696409658	14054382.281777972	-21.233699085028974	1702.0684854486044	27455600.09497895	-45.283727410197194	2155.2051248197995	1268108565.098916	-410.99488913760734	25340.027864242045	52868284.38433534	74.9190941052029	2485.8248630169255
Video 15	Neutra	-327.8920992539069	31	235.7037037037037	2550.929934708981	1825.1879794144577	1021.1033063048039	598.189389089795	574.8842846454069	517.2648938668148	415.9691328896263	405.44410899978004	369.84304162609175	326.76102674473077	59.98417582417582	0.9360371185268205	0.04463514359091561	4840.828039389349	6475.1515762640465	8934.263276286178	14.560496380558426	0.007813625357207227	-1.7233235035625977e-05	0.2858679285208953	9131793.703995291	-11.06684536013237	1276.3903908820382	684648603.2387885	246.795696136135	43970.65324717143	961458764.8140799	-337.41346298050513	33434.44127616992	2496138734.800418	545.4984223951878	84805.66460805271	52868284.38433534	74.9190941052029	2485.8248630169255
Video 16	Neutra	-1328.667518670262	23	293.9047619047619	3246.8670148040173	2633.4228738999323	1864.8628894806752	996.5749727208189	988.1982405259348	766.8011231383421	679.3670570333884	524.8627633510605	499.15931394335576	459.014693844348	59.622500343332206	4.571532631965035	0.03808527389880526	3814.1639758037677	944.9110766915002	3854.6699229800697	13.736585365853658	-0.015807089096107556	-1.3480219405645422e-05	0.16137591112378266	1778965211.562316	407.95200260313567	106088.2168138675	42787861.0474123	53.84662806323013	3655.0536743164057	36270281.26717294	-29.697177242678432	4674.186926557896	324001056.95843595	-139.05381303149417	30296.551934103863	52868284.38433534	74.9190941052029	2485.8248630169255
Video 17	Neutra	-1460.5234656934365	34	189.72727272727272	2687.494633653743	640.4359157955126	533.9686144546529	375.998881873598	362.62352381553495	294.88396335569837	279.99329851871886	279.07316233157627	246.76059429531307	234.4772675233361	59.18400237744038	6.8086589632244285	0.025335937366114468	2182.275924660371	-7789.839777796658	6314.115338734117	13.661060802069859	0.07555203423931023	3.278144264554682e-05	0.6287054815990669	231225997.57311034	-174.0819728795573	5116.115856398806	1819960380.4336574	408.7161661345599	111744.04597434422	111237687.94410369	-67.67867205164876	12459.684350566751	6787895736.16911	826.7381418972732	356316.5043169733	52868284.38433534	74.9190941052029	2485.8248630169255
Video 18	Neutra	-8277.331329026807	21	308.1904761904762	14997.346462994585	4050.3838882327377	2651.242999419865	2324.7788190549268	1491.522005535773	1300.130270531965	1269.3084491828015	991.9556039160956	871.3602146430907	863.2327487919013	59.78768576188992	3.4643084097924617	0.17969381580384497	6963.880860653717	1807.8901471439808	4045.0572385240016	13.285107721339832	-0.1243859672478028	-4.1359764085503e-05	0.9249306823273584	2372264171.6836147	402.40211721614327	201470.84667326408	8917824.766855301	20.728400731036082	936.4217558994072	19037770.317571815	-35.46690367575066	1658.423853577177	143411438.95622212	92.553233549942	13402.563015243722	52868284.38433534	74.9190941052029	2485.8248630169255
Video 19	Neutra	1458.7403314177943	17	418.57142857142856	2687.4439585143855	1670.0971222266244	1250.002963249536	1116.2357374537787	693.1368979377988	616.2768943360443	566.2297182848597	446.55835760545716	308.6657668483362	256.9960053494649	59.80804991095847	3.330772631920036	0.17187633687588696	10551.407651651534	-6980.004422337344	4078.147936902841	12.268370607028753	0.054805057468054544	-7.352846948533867e-06	0.226204929916918	7596360.389530075	-9.274258100970394	1077.6462845825401	52631020.07431279	-76.61895118180657	2191.8862086346235	433602611.55773467	236.39783793606472	10538.030901405093	1171874733.2937205	-360.6909982859438	49417.128340924435	52868284.38433534	74.9190941052029	2485.8248630169255
Video 20	Neutra	1479.2144276599706	23	317.0	3947.3172845971512	2948.041121702293	2441.5762084250023	1433.9155939194577	1228.9777925686121	783.1372716130418	668.4114416129732	462.3526318957366	368.32993230852856	245.22012466001158	58.94915538062025	7.720031314057413	0.06433457868228251	1155.5114906440572	-218.89726231468393	3312.86035818672	12.717337307501243	0.1385961098975816	3.661105043124209e-05	0.9139292509094099	3428610.284640544	-7.054636168345806	475.44814478235054	42565046.10177752	-66.72251860240523	2068.4863480210374	16656237.337463975	-18.695421567793247	2201.9881574796927	105357143.87686673	-68.2633542587115	11479.382828840264	52868284.38433534	74.9190941052029	2485.8248630169255
Video 21	Neutra	7678.021090908	28	225.85714285714286	14291.383983881107	3646.186653027045	1998.723202722315	1380.5281990538103	943.9441979702394	629.2785219533669	558.4680982205426	536.064577410674	478.2467400694545	469.2917402504243	59.2920231814023	6.345733872248509	0.19199054914126096	5372.106761034101	-291.0973912385813	1949.7320959358672	12.391093901258472	0.10099640792032674	3.0483677974130534e-05	0.7025384993143895	1740648.858715857	-9.842094636070549	169.7766870710555	36477593.77361699	-60.94165267554089	1873.9816624361465	142341018.0294601	128.35998034764145	5328.405707018923	1427712819.145769	419.2286026691789	42953.38653887752	52868284.38433534	74.9190941052029	2485.8248630169255
Video 22	Neutra	-2856.332033375716	25	273.39130434782606	9943.760499717317	5722.754624278687	2204.247355798727	2118.67389907138	1408.438268097837	993.5898840739259	881.9169797564033	708.5914085278354	619.8109801031451	611.726611939699	59.7994788087956	3.4176541620772354	0.14086014759712645	4666.081662731135	2667.3413825096322	5258.382523891693	14.552344860255802	0.049846174938499445	1.1565415512798334e-05	0.2862822836779303	560737749.0771722	258.5731425882086	19037.25669020318	252190800.024053	150.20766803473603	16069.82558489819	126220174.02881464	130.96140878991991	2184.3076352127114	157492705.41651496	16.752807778188878	23845.064236772996	52868284.38433534	74.9190941052029	2485.8248630169255
Video 23	Neutra	2861.8931753411707	41	162.0	5335.317340874269	1517.1451105358728	676.4460211050027	453.76452348027567	399.63308094184094	269.225516148002	206.1330548834614	204.02060910242318	203.43512117675377	179.30589184947092	59.107539707349574	7.068305824907573	0.10158112164230937	1537.8859359953033	-1704.2227050402166	4111.70189302778	12.549019607843137	0.0958618229857313	3.890881510265838e-05	0.8011225877553719	558866277.4194386	-246.93103117266307	24635.708831051652	33543343.924743604	43.1541788404121	3276.096739042266	19921024.494331386	19.840391112605687	2657.9864072040123	239024358.52081734	110.53700087195325	24396.822437133513	52868284.38433534	74.9190941052029	2485.8248630169255
Video 24	Neutra	6562.218388344914	27	262.0	12157.170135759581	1995.6173399677323	1746.8138535718788	949.9173844323926	743.7270052462226	589.6810651180516	471.6077677118175	462.6284319300188	383.94695679149186	374.17443194446525	58.88868742130303	7.929821399209662	0.049605007959578735	1520.3165830921494	1785.7468679381466	2986.8297791937543	13.209494324045409	0.055387923772982794	2.0526697731323713e-05	0.42364114519899	358082115.8377538	218.9426101550902	6917.398752249759	145589428.7011007	108.92866763817374	10436.847557304616	14700920.573388861	22.553329382537854	1743.3265882647247	118210900.38192256	31.633673166606183	17107.598157944612	52868284.38433534	74.9190941052029	2485.8248630169255
Video 25	Neutra	553.7634198767146	32	206.13333333333333	1057.8424275356185	723.351254746334	435.57017494959103	338.7768888689081	319.5373495936343	257.6071353607828	185.76118131354312	158.14660569952503	145.91667263950802	130.2217377773168	59.83588311026561	2.997541070492455	0.030967581412950293	5314.957511474457	1669.1042276891799	8192.533836630275	12.69001982815598	0.14055319266042596	1.608435269991729e-05	0.7436906442164906	569408960.2681952	-269.35802519551925	14671.891558755777	587860230.1321201	-284.2558128491362	9250.7514478923	102796345.66798155	95.72249374025984	6584.193418246032	2305648457.322643	-491.0250482090752	112088.09953780787	52868284.38433534	74.9190941052029	2485.8248630169255
Video 26	Neutra	4020.3371593415445	24	271.45454545454544	7482.848115240947	1995.658606018083	1640.3134389427828	724.4221215561581	705.49539867007	575.9082508087845	550.5560263680036	468.16341320123934	375.9370514937515	313.4019215963862	59.090495222477394	7.142331754820177	0.0228440534719393	2539.3245589770418	5166.3568227878795	8146.957620029715	13.965944784261863	0.007790188157654236	2.4126529049875935e-05	0.3385454162385265	19238796.855880894	-8.852575362999135	2868.751525845744	48559349.07000397	-33.59159598113682	6310.230456095093	28762913.587550513	-38.69892703885607	2908.4766225655762	4032899031.054551	-599.6364293624334	258220.93062291614	52868284.38433534	74.9190941052029	2485.8248630169255
Video 27	Neutra	10118.613399482083	16	432.9230769230769	18796.690692586308	3954.2191195015243	1945.1794148102792	1479.9813945540186	1170.9140298779698	742.1549657209492	708.6230751991437	649.4307814816248	576.6097022723036	434.7658743596633	59.08689564730284	7.228399585450959	0.011131187883128415	2896.8900841620357	745.7299620762562	3308.0521054062624	13.484437350359139	0.09763248044141007	3.2475074022691246e-05	0.7312111234699457	215069990.05629563	-165.16940126549306	5664.839421183037	128772166.40632772	5.08962371451961	19700.224162786464	41397957.35271007	-57.04879451936403	3087.03390306478	142583688.61812353	14.219341258419218	21639.67439945289	52868284.38433534	74.9190941052029	2485.8248630169255
Video 28	Neutra	6244.86790793691	29	230.8148148148148	11670.807603659392	3955.6577914134746	1809.2250941080913	1336.3965795713038	732.0927514290557	676.5607764128692	570.1788044541667	564.7214802606446	517.5075981974849	409.0727909472242	58.8339990153672	8.150686543943536	0.03354923273012984	1825.9371497024295	1535.371148162713	2470.6756317082263	11.949587676987708	0.08967348317252853	2.159898791131878e-05	0.567447342373568	84944072.91731994	-109.80674888951964	954.7439702073507	242189751.20820004	174.9389001026732	6496.526942907368	56884644.093898	53.921708347268776	5806.39607447244	424754207.3343129	230.0093693481849	12162.204615958473	52868284.38433534	74.9190941052029	2485.8248630169255
Video 29	Neutra	5244.134935021332	18	306.8888888888889	9694.144232011604	1868.5620920436909	880.8204950410019	872.214018672432	660.5322313341353	548.8487487167648	503.76427427249604	395.0123275211706	390.53126827803186	289.42106862634284	58.913599290672074	7.852174154578558	0.2790815016566774	2500.3903995979927	-1920.4794621235937	3295.8270469769395	13.6765420106848	0.10777450733249314	2.3820160427021445e-05	0.6331508059301372	4054750.3758625863	-5.341442336355742	592.6010979130033	115656067.08630462	36.5959035809835	16377.66188249832	44387356.69231786	-57.08373528657794	3540.980972765882	162259052.61288947	87.10007075529964	17269.4374496806	52868284.38433534	74.9190941052029	2485.8248630169255
Video 30	Neutra	9367.039939901628	19	313.55555555555554	17403.426982456163	3722.14220172975	2040.0576574867152	1402.984421691922	985.7023800846371	795.2258475993755	753.4846082076659	573.2404522157373	520.8501530727686	516.0239329425194	59.00838461433894	7.511196972533355	0.01169872410698398	1093.9558514382395	1642.4845043573107	2754.3731055398084	15.0318055782091	0.05941513932047495	3.400691713696913e-05	0.6368731090457581	5144077.766382349	-5.273595303323048	760.1913013975947	17218188.643528797	38.785457975800725	1133.2784217165868	201364886.08989447	163.08499469251953	4249.621223342854	58516646.28015232	42.765785333179316	7135.034645300933	52868284.38433534	74.9190941052029	2485.8248630169255
Video 31	Neutra	6983.57211019065	19	311.55555555555554	12999.627296867258	3283.246981311399	1670.4915077625851	1133.989339709722	722.6540649180222	676.7804256868757	566.1116250112926	533.6540629905128	531.6267349134504	412.0312927942006	59.524061072684304	5.209857428960747	0.005435098174821731	5224.670714748286	584.2556510650134	3527.184711147229	13.842372603637553	-0.15666680356375548	-1.5777984077061712e-05	0.7332088911480432	3714614.368416035	13.449849726700608	388.12947866741234	77823788.97665653	-106.02034063610307	681.2236729758331	23173942.545075484	-30.96242651325581	2591.2580685955904	229036995.4003973	-157.24337615890715	10359.844704454386	52868284.38433534	74.9190941052029	2485.8248630169255
Video 32	Neutra	4621.668684377766	27	229.07692307692307	8717.793512631957	3854.337346651043	2204.2911680264815	1588.539815029128	1282.2358051552822	961.5811783629465	878.8219242837474	705.0078232616314	593.3199935250645	562.7096310792774	59.71879962140553	4.034735300897849	0.058745252164281364	2015.1411492367151	1917.9083788687963	2319.348095146079	11.9607537766703	0.0019030087008573636	-1.2407929225650356e-05	0.1326480377065488	8212059.173219947	-32.069592627706015	229.51597949260815	5383446.534180772	6.219973571407554	785.9820473648596	42785621.84947873	-70.45741327915444	1589.922927717346	62399496.626176834	0.7716552837360928	9558.150967574189	52868284.38433534	74.9190941052029	2485.8248630169255
Video 33	Neutra	5264.139247167675	33	213.46666666666667	9776.456455216548	2075.981009271452	1044.9385630938261	1041.2921842786445	732.8814453038116	627.6731122422697	397.46132980010447	387.2601275226702	303.16289269632296	262.5049889569064	58.950827318890894	7.736410688453088	0.12370690696351873	1623.2537524295071	-4590.494337510371	2669.874030419902	15.110673880964093	0.18496699236278477	5.9741881456838756e-05	1.340018179584641	119933978.70273371	-107.23175460490359	6873.5901889636825	111938562.25226507	-34.59904758929506	15950.357231321945	434261298.9926712	222.52134607472294	17007.121097568757	285082745.64745915	27.289304087591724	42926.05761517524	52868284.38433534	74.9190941052029	2485.8248630169255
Video 34	Neutra	-201.37678133392546	31	223.0	761.0808553577835	743.1947964872586	380.1957316548217	255.48692264891113	235.19517791617858	228.9040640693454	214.78670438764564	139.4644825473998	132.3158921922505	131.35817026812535	59.96523528112228	1.4115516685032239	0.034439367635402195	8849.334300311095	4492.964579378214	8562.211415412181	15.175366375761568	-0.05900966044822742	-3.998110528265345e-05	0.6135281799921275	136610675.07769123	-129.09909318248148	4260.304512881796	278631950.8728862	146.27553203286868	21286.059242117357	24939461.61534102	19.165343531868334	3453.0728204398197	211641612.58101052	-101.05767459906521	22207.93656716171	52868284.38433534	74.9190941052029	2485.8248630169255
Video 35	Neutra	1403.4920076177941	22	283.8181818181818	2545.19045606145	950.0096607114124	600.7086300379497	384.5351830640142	383.3896325234302	361.3837172499034	279.10567329652616	257.2664184095001	201.5068931455013	176.95371810682545	59.684721683725954	4.239282419146589	0.16864762910272793	7405.72458406321	-80.6405813121306	2313.0100982250283	11.439920556107248	0.025706778406665267	1.2637705692791767e-05	0.3079388265115069	1493577927.282007	-432.30931245317447	41904.29673666905	109415680.32765758	93.50712750585284	8017.397547953687	10202651.285723925	11.754415895628007	1424.7398475353166	71044029.97716287	-36.4631344099564	9553.41010736586	52868284.38433534	74.9190941052029	2485.8248630169255
Video 36	Neutra	5204.994819885569	24	260.8333333333333	9646.83988203962	1619.8975707649436	1188.0354287798136	893.2293983849506	841.2374137206209	427.3187759437788	426.6649614994145	352.4304625234971	333.0338856931622	298.7280323097504	59.08018115114771	7.18772835022126	0.06419722497278134	2233.41988631062	-712.7777931458282	2832.9931830422124	12.658645129388495	0.08973690147761344	1.9760776174185312e-05	0.5272069447595523	18803583.251120917	45.74459703954544	787.8827073637705	611094152.2168112	272.7473370627277	19220.126678011144	14815161.612130508	-25.168147238038	1636.0437782273732	50587985.8111299	23.958609797636043	7175.370097926429	52868284.38433534	74.9190941052029	2485.8248630169255
Video 37	Neutra	2975.6339597446427	29	231.42857142857142	5632.100430048764	3998.5079396906954	1032.6367642453056	984.5019015826795	965.9044549377303	651.1396131101551	505.77965339700427	491.35132801089856	386.2605520576648	332.53762031369627	59.90127452615437	2.361992004614455	0.07944089778596233	8109.85381967844	-2072.8905718206793	3035.2584199860044	12.403100775193797	-0.15734280593007732	-3.461965438268029e-05	1.0330194114280942	5472768.088623183	22.78782841312827	319.0678309661497	232074161.55567378	184.21739475367903	1614.5276888672106	38261385.89833416	57.859560101424215	2513.3904682174366	176056234.17411247	87.4185970892313	19327.38750030855	52868284.38433534	74.9190941052029	2485.8248630169255
Video 38	Neutra	7866.5275288633	32	213.33333333333334	14702.364041209079	5148.293592428574	2054.594533181533	1257.9868919771538	1069.351902186431	931.6278225938257	776.6232591113614	597.0001452477114	584.2308009128078	545.3022523418629	59.12252949049397	7.083564253373583	0.025601902322495814	1934.0286719082574	-1579.7300103623352	2713.237375423271	13.549318364073775	0.13476068110798106	4.9325348279748025e-05	1.0950041348927417	195779223.41693503	138.05256066884695	10932.18035443717	107982412.827032	108.42573887993854	4785.282681892083	18635168.517547727	39.57416477515073	1288.5375224147408	98838388.87302667	31.562925173859533	14144.46632447956	52868284.38433534	74.9190941052029	2485.8248630169255
Video 39	Positiva	-2334.0499428575254	30	234.8148148148148	4354.569369888476	1346.5671896913407	843.1581117395043	794.8475792447161	698.5617566980845	512.1715600938062	447.0820993036681	347.9695815840594	287.10165103836187	283.9294941949636	59.492075653691884	5.365883429480514	0.03434694113847168	3059.350762344301	1668.598828806853	3776.487893781958	12.12695405021317	0.026269883935425058	-1.2254744914223112e-06	0.14176093042337864	492659951.97503555	-260.9161701981588	7391.494772360034	1490846480.5916073	-353.9864591270576	103070.80498256895	69231165.02076003	88.43431595389892	2784.6360112696602	1987246900.6317785	481.8207243002866	72267.73887368398	52868284.38433534	74.9190941052029	2485.8248630169255
Video 40	Neutra	57.06527548508365	31	215.72413793103448	1294.4971558457041	974.288942317258	427.34795231371515	336.08745892144634	280.34276270356975	216.9323028306927	160.71517465519105	159.0430557554599	147.1664048133532	127.2268970860756	58.634528698700684	8.764780377602213	0.05329876313897591	1538.0541617992824	130.6372959544152	3528.810755371212	11.48936170212766	0.06815552976199746	2.1445803599890447e-05	0.4461973061552657	146061947.91756004	132.76739024910333	4747.505735578339	52868284.38433534	74.9190941052029	2485.8248630169255	19631321.299408846	-9.087385552574853	2924.6683973802583	690334153.2464528	221.16611439539466	56835.266945947384	52868284.38433534	74.9190941052029	2485.8248630169255
